,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
79,GO:BP,GO:0009582,detection of abiotic stimulus,0.006170319236326182,True,"""The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]",131,106,5,26963,0.04716981132075472,0.03816793893129771,query_1,"['GO:0009628', 'GO:0051606']",Glut-M1
80,GO:BP,GO:0009581,detection of external stimulus,0.006314448302928405,True,"""The series of events in which an external stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]",132,106,5,26963,0.04716981132075472,0.03787878787878788,query_1,"['GO:0009605', 'GO:0051606']",Glut-M1
81,GO:BP,GO:0009967,positive regulation of signal transduction,0.006377251502765191,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1614,106,17,26963,0.16037735849056603,0.010532837670384139,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']",Glut-M1
82,GO:BP,GO:0001568,blood vessel development,0.007279998902954824,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",764,106,11,26963,0.10377358490566038,0.014397905759162303,query_1,"['GO:0001944', 'GO:0048856']",Glut-M1
83,GO:BP,GO:0061035,regulation of cartilage development,0.007279998902954824,True,"""Any process that modulates the rate, frequency, or extent of cartilage development, the process whose specific outcome is the progression of the cartilage over time, from its formation to the mature structure. Cartilage is a connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:dph]",74,106,4,26963,0.03773584905660377,0.05405405405405406,query_1,"['GO:0051216', 'GO:2000026']",Glut-M1
84,GO:BP,GO:0009968,negative regulation of signal transduction,0.0074101165435030225,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1330,106,15,26963,0.14150943396226415,0.011278195488721804,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']",Glut-M1
85,GO:BP,GO:0051216,cartilage development,0.0074101165435030225,True,"""The process whose specific outcome is the progression of a cartilage element over time, from its formation to the mature structure. Cartilage elements are skeletal elements that consist of connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:cjm, PMID:23251424]",217,106,6,26963,0.05660377358490566,0.027649769585253458,query_1,"['GO:0001501', 'GO:0048513', 'GO:0061448']",Glut-M1
86,GO:BP,GO:0034762,regulation of transmembrane transport,0.007638683572281824,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]",413,106,8,26963,0.07547169811320754,0.01937046004842615,query_1,"['GO:0050794', 'GO:0051049', 'GO:0055085']",Glut-M1
87,GO:BP,GO:0048468,cell development,0.008035164995288604,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",3222,106,26,26963,0.24528301886792453,0.008069522036002483,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']",Glut-M1
88,GO:BP,GO:0045598,regulation of fat cell differentiation,0.00861022493551025,True,"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",144,106,5,26963,0.04716981132075472,0.034722222222222224,query_1,"['GO:0045444', 'GO:0045595']",Glut-M1
89,GO:BP,GO:0001501,skeletal system development,0.008748278422696824,True,"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]",537,106,9,26963,0.08490566037735849,0.01675977653631285,query_1,['GO:0048731'],Glut-M1
90,GO:BP,GO:0035239,tube morphogenesis,0.008953332634982747,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",926,106,12,26963,0.11320754716981132,0.012958963282937365,query_1,"['GO:0009653', 'GO:0035295']",Glut-M1
91,GO:BP,GO:0008283,cell population proliferation,0.008953332634982747,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",2176,106,20,26963,0.18867924528301888,0.009191176470588236,query_1,['GO:0009987'],Glut-M1
92,GO:BP,GO:0070887,cellular response to chemical stimulus,0.008998178777955076,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2527,106,22,26963,0.20754716981132076,0.008705975464978234,query_1,"['GO:0042221', 'GO:0051716']",Glut-M1
93,GO:BP,GO:0051241,negative regulation of multicellular organismal process,0.009036144566790772,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1218,106,14,26963,0.1320754716981132,0.011494252873563218,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']",Glut-M1
94,GO:BP,GO:0035116,embryonic hindlimb morphogenesis,0.009036144566790772,True,"""The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal."" [ISBN:0198612001]",33,106,3,26963,0.02830188679245283,0.09090909090909091,query_1,"['GO:0030326', 'GO:0035137']",Glut-M1
95,GO:BP,GO:0046323,D-glucose import,0.009344643582837025,True,"""The directed movement of the hexose monosaccharide D-glucose into a cell or organelle."" [GOC:ai]",82,106,4,26963,0.03773584905660377,0.04878048780487805,query_1,['GO:1904659'],Glut-M1
96,GO:BP,GO:0051716,cellular response to stimulus,0.00952584583259536,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",8566,106,51,26963,0.4811320754716981,0.005953770721456923,query_1,"['GO:0009987', 'GO:0050896']",Glut-M1
97,GO:BP,GO:0046903,secretion,0.00968398519399859,True,"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]",1083,106,13,26963,0.12264150943396226,0.012003693444136657,query_1,['GO:0006810'],Glut-M1
98,GO:BP,GO:0030324,lung development,0.010088093700556036,True,"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]",236,106,6,26963,0.05660377358490566,0.025423728813559324,query_1,"['GO:0030323', 'GO:0048513', 'GO:0060541']",Glut-M1
99,GO:BP,GO:0001934,positive regulation of protein phosphorylation,0.010550384264650544,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",560,106,9,26963,0.08490566037735849,0.01607142857142857,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']",Glut-M1
100,GO:BP,GO:0030323,respiratory tube development,0.010550384264650544,True,"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]",239,106,6,26963,0.05660377358490566,0.02510460251046025,query_1,"['GO:0035295', 'GO:0048513']",Glut-M1
101,GO:BP,GO:0010827,regulation of D-glucose transmembrane transport,0.010550384264650544,True,"""Any process that modulates the frequency, rate or extent of glucose transport across a membrane. Glucose transport is the directed movement of the hexose monosaccharide glucose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",86,106,4,26963,0.03773584905660377,0.046511627906976744,query_1,"['GO:0034762', 'GO:1904659']",Glut-M1
102,GO:BP,GO:0050896,response to stimulus,0.010667295329636627,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",10529,106,59,26963,0.5566037735849056,0.00560357108937221,query_1,['GO:0008150'],Glut-M1
103,GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,0.010924649925377722,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",961,106,12,26963,0.11320754716981132,0.012486992715920915,query_1,['GO:0007166'],Glut-M1
104,GO:BP,GO:0030900,forebrain development,0.010924649925377722,True,"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [PMID:4975589, PMID:4992177]",448,106,8,26963,0.07547169811320754,0.017857142857142856,query_1,"['GO:0007420', 'GO:0048856']",Glut-M1
105,GO:BP,GO:0065008,regulation of biological quality,0.011224251816165425,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",3142,106,25,26963,0.2358490566037736,0.007956715467854869,query_1,['GO:0065007'],Glut-M1
